adr,adults
22.5,1
39,1
35,1
40,1
48,2
48,2
48,2
25,1
51,2
52.4,1
45,2
40,1
40,1
49,2
35,1
54,2
40,1
40,1
25,1
40,1
88.5,2
45,2
45,2
45,2
34,2
45,2
45,2
68,2
25,2
90,2
61,2
43,1
43,1
30,1
37,1
67.5,1
42,1
53.2,2
79.2,3
40,1
45,1
105,1
45,2
46.4,2
27,1
55,2
43,1
55,2
69,2
75,2
43,2
68,2
48,2
75,2
55,2
55,2
50,2
64.14,1
80.85,2
75,2
35,2
40,1
40,1
68,2
0,2
50,2
43,1
43,1
69,2
40,1
59,1
36,1
45,1
42,1
30,1
35,1
40,1
40,1
40,1
43,1
27.36,1
66,2
30,1
30,1
65,2
147,2
66.06,2
51,2
56,2
45,2
46,1
57,1
64,2
25,1
30,1
101,2
65,2
93,2
88,2
43,1
58,2
43,2
41,1
45,2
58.7,2
43,1
66.38,2
39,1
48,2
28.1,2
22.5,1
45,1
48,2
40,1
66,2
91,2
64,2
48,2
54,2
43,1
43,1
40,1
55.73,2
48,2
45,2
79,2
75,2
45,2
45,2
40,1
40,1
55,2
39,3
42.11,2
37.86,2
98,2
60,2
65,2
60,2
56,2
0,2
0,1
61,2
66,2
30,3
54,2
55,2
93,2
66,2
66,2
48,2
51,2
54,2
72.13,3
78.4,2
55,1
81.5,2
58,2
48,2
65,2
58,2
60,2
45,2
45,2
65,2
45,2
87.6,2
48,2
48,2
43.76,2
51,2
46,2
56,2
46.2,2
56.7,2
48,2
55,2
0,2
41,2
53,1
90,2
37.4,2
45.5,2
45.5,2
69.01,3
43,1
34.4,1
48.96,1
39,1
45,1
40,1
46.5,2
61,1
61,1
0,1
0,1
56,2
48,2
48,2
43,1
0,2
26.1,2
43,1
66,1
34,1
40,2
53,1
43,1
57.64,2
40,1
40,1
76.38,3
36.96,2
36.96,2
30,1
60,2
38,1
82.5,2
90,2
61.6,2
40,1
40,1
48,2
48,2
51,2
83,2
43,1
43,1
65,2
29,2
56,2
36.1,2
30.43,2
40,1
45,1
40.5,2
48,2
25,1
0,1
0,1
45,1
43,1
54,2
48,2
26.1,2
60,2
60,2
36.96,2
58,2
36.96,2
36.96,2
58,2
36.96,2
47,2
36,2
45,2
26.1,2
28.1,2
26.1,2
0,2
0,1
33,1
40,1
46,1
50,1
38.5,1
48,2
40,1
50.4,1
43,1
60,1
40,1
46.5,2
50,1
76,2
34.4,1
64,2
34.4,1
34.4,1
45,2
55,1
34.4,1
34.4,1
40.5,2
34.4,2
38,1
30,1
45,1
30,1
45,1
45,2
87,2
30,1
35,1
36.96,2
75.26,2
30,1
42,1
42,1
42,1
31.67,1
35,2
42,1
42,1
42,1
65,2
48,2
22.5,1
98.67,2
50,2
91,2
29,2
46,1
56,1
0,2
29,2
64,2
43.43,1
60,2
40.79,2
40,1
48,2
48,2
45,2
40,1
28.1,2
58,1
48,2
65,2
58,2
146,2
38,1
45,2
60,2
30,2
48,2
65,2
50,2
48,2
50,2
108,3
101,2
68,2
30,2
95,2
95,2
141,2
58,2
46.5,2
58,2
48,2
48,2
0,2
90,2
85,3
55,2
38.13,2
27.56,2
66,1
50.8,2
58,2
96,2
58.8,2
44,1
44,1
0,1
54,2
64,2
75.81,2
4,1
26,1
108.15,3
75,2
96,2
48.75,2
80,2
30,2
30,2
37,2
32,2
48,2
49.71,1
46.4,2
55,2
73,2
60,2
53,2
109.33,2
0,2
55,2
63,2
60,2
60,2
56,2
56,2
48,2
25,1
29,2
48,2
48,2
60,2
48,2
75,2
54,2
30,2
46.4,2
48,2
44.5,2
54,2
56,2
85,2
56,2
81,3
56,2
76,2
88,2
73,2
68.75,2
85,2
48,2
51.33,2
55,2
68,1
54,2
48,2
65,2
68,2
30,2
55.44,2
55.44,2
48,2
37,2
46.4,2
25,1
43,1
76.47,2
25,1
30,2
44,2
36.1,2
29,2
68.75,2
43,1
99,3
0,1
35,1
45,1
57.8,2
34.4,1
30,1
67,1
63,1
30,1
35,1
35,1
35,1
35,1
75,1
43,1
43,1
43,1
8,2
30,1
35,1
43,1
63.14,2
40,1
62.53,2
43,1
48,2
35,2
29,2
48,2
34.57,2
27.43,2
72.21,2
48,2
56.7,2
31,2
40,1
54,2
30,1
43,1
66,2
58,1
40,1
43,1
29,2
60,2
43,2
69.21,2
65,2
45,2
55,2
48,2
65,2
58,2
43,1
43,1
63.6,2
29,2
53.33,2
26.1,2
86,2
65,2
43,1
46,2
99,2
65,2
145,2
80,2
40,1
40,1
55,1
48,1
34.4,1
46.44,2
80,2
40,1
79,1
82,2
26,2
68,2
36.4,3
66,2
48,2
48,2
40,1
40,1
29,2
29,2
0,1
0,1
0,2
26,2
4,1
4,1
31,2
48,2
48,2
65,2
57,2
26.1,2
48,2
26.1,2
48,2
51.49,2
55,2
36,2
23.93,1
48,2
44.66,2
48,2
48,2
93,2
75,2
31.45,1
40,1
40,1
45,2
56,2
106,2
66,1
25,1
48,2
60.4,2
45,2
37,2
74,2
58,2
40,1
48,2
75,2
63,2
48,2
69,2
75,2
29,2
35,2
68,2
81,2
68,2
74,2
35,2
29,2
29,2
56,2
48,2
26.1,2
68,2
68,2
61.06,3
53,1
26.1,2
60,2
42.5,2
50,2
68,2
81,2
48,2
99,2
64,2
48,2
66,1
65,1
86,2
55.35,2
29,2
29,2
25,1
68,1
56,2
163.25,1
58,2
55,2
60,2
61,2
60,2
68,1
60,2
54,2
48,2
26.1,2
55,2
56,2
100,2
0,1
72.83,2
81,2
100,2
48,2
48,2
48,2
54,2
25,1
36,2
70.5,2
48,2
75,1
105,2
66,2
75,2
58,2
81,2
63,2
36.86,2
40,1
40,1
57,1
29,2
40,1
81,1
40,1
35,2
84.8,1
46.4,2
37,1
48,1
61.6,1
54,2
46.4,2
27.6,2
86,2
92,2
40,1
65,2
75,2
80,2
80,2
39.5,1
46.1,2
34.56,2
66,1
26.1,2
66,1
81,2
81,2
66,1
40,1
46,1
54,2
45,2
55,2
63,2
40,1
42.43,2
58,2
62.63,2
48,2
0,1
0,2
0,1
0,1
31,1
34.4,2
34.4,2
55,1
35,2
50,1
80,2
80,1
0,2
49.5,2
46.4,1
60,2
39.6,2
25,2
55,2
43,1
83,2
29,2
30,2
29,2
30,1
42,1
47,2
40,1
40,1
57,1
44,1
57,1
50,1
35,1
44,1
43,1
56,1
0,2
56,2
33,1
45,1
34.4,1
40,1
85,2
50,2
44.04,2
31,1
36.61,2
48,2
26.1,2
50,1
48,2
55,2
40,1
60,1
40,1
54,1
34.73,2
40,1
58.5,1
27.5,2
40,1
55,2
45.65,1
45,2
0,1
48,2
86.55,2
35.15,2
37,2
49,1
49,1
86.55,3
0,2
49,1
49,1
86.55,2
86.55,2
86.55,2
86.55,2
49,1
56,2
86.55,3
86.55,3
86.55,2
86.55,3
86.55,2
86.55,3
86.55,3
86.55,3
86.55,3
93,2
86.55,2
49,1
86.55,3
86.55,3
86.55,3
75,2
86.55,3
55,2
77.33,2
25,1
25,1
25,1
45,2
25,1
25,1
35,1
25,1
25,1
25,1
25,1
25,1
25,1
29,2
25,1
25,1
33.3,2
71,2
35.65,2
45,1
29,2
86.55,3
49,1
25,1
25,1
55,2
68.14,2
25,1
55,2
109,3
49.74,2
54.71,2
44.66,2
39,2
0,1
14,2
40,2
58,2
65.4,2
65.4,2
65.4,2
65.4,2
65.4,2
65.4,2
48.7,1
48.7,1
65.4,2
0,1
65.4,2
65.4,2
48.7,1
48.7,1
65.4,2
65.4,2
65.4,2
65.4,2
65.4,2
65.4,2
65.4,2
65.4,2
48.7,1
93,2
0,2
58,2
48,2
38.5,2
43,1
48,2
46,3
48,2
25,1
68,2
74,2
50,1
48,2
56,2
65,2
78,2
37,2
84,2
84,2
40,1
65,2
48,2
48,2
58,2
48,2
48,2
25,1
10.8,3
29,2
25,1
66,2
58,2
29,2
113.5,2
58,2
41.09,2
45.9,3
83.23,3
85,2
80,2
58,2
58,2
30,2
83,2
56,2
25,1
0,2
37.05,2
43,2
37,2
64,2
25,1
56,1
55,2
50,1
29,2
75,2
28.1,2
26,2
26,2
46.4,1
45,2
33.71,2
48,2
12.5,1
59,1
65,1
67.5,1
35,1
59,2
68,2
0,2
25,1
61.33,2
0,1
79,2
49.4,2
45,2
48,2
30,1
30,1
30,1
43,1
84.7,2
48,1
67.5,2
30,1
38.4,2
40,1
8,2
47,2
42.5,2
49,1
48,2
48,2
45,2
66,2
43,1
34.73,2
48,2
44.66,2
80,2
0,2
48,2
83.33,2
30,1
29,2
70,1
40,1
40,1
34.4,1
58,2
40,1
25,1
83.2,2
43,1
43,1
95.5,2
58,2
85,2
52,1
61.2,2
30,1
40,1
40,1
58.5,1
45,1
102,2
99,2
35.15,2
57,2
40.5,2
41.93,2
0,2
59.14,2
76.75,3
30,1
30,1
30,1
30,1
42,1
42,1
65,1
45,1
35,1
42,1
45,1
73.92,2
40,1
40,1
40,1
72.5,2
47.4,1
47.4,1
75.6,1
48.38,1
40,1
40,1
40,1
40,1
40,1
37,2
48,2
68.4,2
54,2
0,2
26.1,2
40.5,1
71,2
28.5,1
46,1
47,1
54,2
90,2
109,3
40,1
72,2
28.5,2
43,1
35.15,2
86,2
26,2
48,2
30,1
42.36,2
29,2
29,2
33.3,2
25,1
39,1
48,2
40,1
40,1
30,1
30,1
30,1
30,1
65,3
65,3
40,2
30,1
30,1
42,1
42,1
36,1
30,2
45,2
0,1
30,1
30,2
30,2
26,1
26,1
26,2
30,2
30,2
36,1
36,1
30,2
30,2
30,2
30,2
30,2
45,2
49.5,2
75,2
76.86,1
46,1
35.15,2
37,1
56,1
34.4,1
34.4,1
34.4,1
62,2
48,2
39,1
48,2
42.43,2
45,2
45,2
54.25,2
34.2,1
47,2
40,1
40,1
22,2
40.83,2
86,2
102,3
53,1
61,2
40,1
68,2
26.1,2
47.53,2
66,2
65,1
45,2
49.5,2
48,2
93,2
30,3
55,2
35.45,2
61.4,2
61.4,2
61.4,2
40,1
59.4,2
65,1
65,2
65,2
50.51,2
65,2
55,2
29,2
38,2
50,2
75.8,2
38,2
64.33,2
45,2
158.5,3
25,1
45,2
58,2
48,2
23.7,2
29,2
48,2
98,2
98,2
38,2
35,2
48,2
58,2
48,2
32.4,2
23.7,2
60,2
58,2
29,2
34,2
58,2
65,2
68,2
30,2
43,1
58,2
75,1
30,2
55,2
54,2
29,2
29,2
74,2
38,1
10.8,3
52.2,2
52.2,2
12,3
35.24,3
12,3
35.24,3
26.1,2
44.87,1
51.59,2
22.5,1
72,2
37,1
37,1
103,2
64,2
48,2
87.55,3
48.05,2
34,2
36.1,2
56,2
51,2
0,2
0,2
35,2
26.1,2
33.3,2
45,2
26.1,2
56,2
86,2
59.67,2
27.9,2
37,2
53.2,2
68,1
60.13,2
58,2
48,2
29,2
43,1
54,2
29,2
46,2
29,2
58,2
69.85,2
66,2
62,2
25,1
99,3
51,2
26.1,2
71.33,2
26.1,2
29,2
0,1
30,1
89.6,1
55,2
63.9,2
61,2
71.33,2
37,2
58,2
27,1
39,1
78,2
64,2
38,1
49.43,2
30.6,1
30.6,1
36.6,1
55,2
30.6,2
34.56,2
80,2
40,1
51,2
58,2
53,1
53,1
72,1
75,1
48,1
39,1
63,1
49.5,1
42,1
30,2
29,2
74,2
64,2
22.5,1
68.16,1
68,2
58,1
123.4,3
68,2
26.1,2
78,2
55,2
55,2
74,2
88,2
58,2
33.3,2
60,2
34.4,1
34.4,1
43,2
48,2
48,2
58,2
25,1
48,2
84,2
38.77,1
68,2
74,2
29,2
60.5,2
60.5,2
48,2
33.3,2
61.2,2
0,2
37.15,2
34.56,2
72.43,2
63,2
41.4,2
66,2
55.4,2
42.28,2
49,2
75,1
0,1
42,1
52,1
58,2
41.4,2
82.8,2
60,2
120,2
60,2
46,2
26,2
46,2
46.4,1
0,2
78,2
0,2
29,2
65.45,2
65,2
81,2
149,2
86.33,2
36.96,2
80,2
95,2
54,2
48,2
48,2
67,2
117,4
0,1
0,1
53,1
30,2
60,2
45,2
72,2
64,2
96,2
68.75,2
74,2
58,2
95,3
48,2
99,2
49,1
49.18,1
54,2
54,2
36.96,2
51,2
52.2,2
74,2
64,2
29,2
40,1
58,2
45,2
46.33,2
29,2
46,2
85,2
53,2
52.25,1
66.75,2
156,2
48.14,2
66.5,2
55.41,2
106.5,2
86.5,2
77.4,2
111,2
67,2
52.23,2
52.23,2
113.3,2
58,2
50.13,2
73.18,2
52,2
55.33,1
55.33,1
96.5,2
118.25,3
185.5,2
105,2
121,2
57.75,2
79,2
66,2
95.5,2
66.5,2
26,2
94.73,2
77.4,2
102.33,3
104.5,2
105,3
159.5,2
158,2
45.33,2
138.83,2
82.15,2
107.33,2
118.5,2
72.89,2
72,2
55.5,2
62,1
81,3
94,2
79.5,1
133,2
56,2
120,2
58,2
78,2
76,2
62.1,2
123,2
90,2
101.67,2
123,2
153,2
53,2
127,2
72,2
119,2
103.5,2
79.2,2
127,3
40.32,2
95,2
133,2
245.2,2
199,2
110.5,3
110,2
96.13,2
125,2
85.75,2
76.33,2
111.67,1
107.67,2
70.75,2
76.75,2
98,2
85,2
86.2,2
142,2
150,2
110,2
88.73,2
105,2
68,2
121,2
107,2
94.5,2
85.75,2
131,3
29,2
44,2
80.6,2
75,2
92,2
50.24,2
45.36,2
48,2
0,1
163.75,3
126,2
48,2
48,2
61.8,2
58,2
60,2
80,2
54,2
81,2
86,1
80,1
91.5,2
60.21,2
40.25,2
84,2
80,2
80,2
86,2
38.4,2
68,2
73.5,2
48,2
48,2
59.07,1
77.5,2
94.5,1
95.14,2
55.6,2
61.6,2
59.07,2
110.33,3
82.67,2
0,1
39.3,2
48,1
55,2
110,2
94.5,2
48,2
110,2
74.2,2
80,2
48,2
0,2
79.67,2
63.84,2
123.33,2
54,2
78.2,2
75.3,2
30.67,2
57,2
61.2,2
57,2
43.2,2
43,2
126,2
127,2
152.1,2
170.29,2
177.41,2
50.91,2
62.38,2
45,2
62.38,2
48,2
56,1
78.8,2
43,1
37,2
54,2
60,2
48,2
55.56,2
35.11,2
48,2
48,2
48,2
85.4,2
28.1,2
53.2,2
48,2
74,2
48,2
83.61,2
36.96,2
43,1
55,2
60,2
48,2
48,2
48,2
48,2
44.4,3
43,1
66.5,2
50,2
50,2
45,1
50,2
50,2
42,1
50,2
50,2
43,1
39,2
58,2
48,2
48,2
25,1
75.89,2
105,2
74,2
39,2
74,2
75,1
51.3,2
76.97,2
30.6,1
35.1,2
54,2
57.2,2
48,2
76,2
28.5,2
82.4,2
93,2
68,2
29,2
54,2
45.6,2
74,2
78,3
48,2
98.67,2
48,2
52.25,2
54,2
52.2,2
60.92,2
58.2,1
42,1
42,1
52.36,2
56,2
52.65,2
59,1
73.75,2
97.5,2
56,2
59.4,2
47.56,2
56.5,2
146.4,2
85,2
0,2
65.32,2
58.93,2
50.6,2
50.17,2
58,2
47.4,2
41.4,2
72,2
50,2
106.8,2
131,3
105,2
95.5,2
101,2
95,2
21,2
64.83,2
60,1
66,2
66,2
60,1
91,2
85,2
68.18,2
121.5,2
101,2
50.97,3
174,2
56.58,2
66,2
52.2,2
51.5,2
57.9,2
104.5,2
52.27,2
52.27,2
52.27,2
43.4,2
66,2
66,2
66,2
66,2
66,2
66,2
66.84,2
88.84,3
66,2
73.22,2
66,2
78,2
66,2
62,1
66,2
67.5,2
58,1
58,1
58,1
51.4,2
51.4,2
111,2
83.47,2
52.25,2
89.67,2
101,2
113,2
66,2
66,2
44,2
60,1
75,1
0,2
90,3
57.33,2
56,2
62,1
82.5,1
75,1
80,2
97.5,2
52.7,2
33.35,1
44.46,2
56,2
65,2
46.96,2
83,2
0,2
0,2
65,2
55.64,2
54.5,1
54.5,1
54.5,1
54.5,1
54.5,1
54.5,1
54.5,1
54.5,1
56,1
56,1
52.2,2
56,1
87,2
85,2
66,2
75,1
53,2
85,2
68,2
81,2
87,2
85,2
101,2
89,2
67.5,2
50,1
95.53,2
67.5,1
37,1
67.5,2
51.84,2
51.84,2
75.75,2
69.92,2
75.75,1
40.32,1
39,1
56,1
59,2
56,1
87,2
39.91,2
75,2
100,2
101,2
56,1
56,1
56,1
52.2,2
44.8,1
80,2
56,1
58,2
55,1
66,1
131,2
104,2
134.06,4
54.5,2
52.5,2
83.3,2
81.2,2
71.56,2
126.5,3
79.05,2
65,2
65,2
56,1
77,2
63.4,2
98,2
89.25,2
54,2
101.75,2
45,1
54,2
54,2
60,2
54,2
51,1
54,2
54,2
54.86,2
42,1
71,2
75,1
156.43,3
86.67,2
71,2
53.1,2
46,2
82.74,2
72,2
72.67,2
125,2
53.1,2
41.6,1
65,2
65,2
54.6,1
51.75,2
71,2
65,2
45,1
105.6,2
56,1
89.25,2
75,2
39,1
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
68,2
0,1
71.11,1
59.93,2
73.15,2
78.66,2
92,3
0,1
0,1
83,2
83,2
59,1
65,2
85,2
75,2
48,2
70,2
50,1
47.4,2
45,1
45,1
45,1
71,2
65,1
0,2
75,2
59.18,2
71,2
77,2
85,2
54,2
93,2
150,2
84,2
56,1
95,1
71,2
0,2
72,2
170,2
57.4,2
81.6,2
46.66,2
42,1
42,1
83.3,2
51,2
101,2
101.27,2
103,2
35.1,1
73,2
74.7,2
101,2
61.4,2
60,2
0,2
41.4,2
135.5,2
71,2
85,2
41.4,2
103,2
0,1
0,1
95,1
78.56,2
64,2
54.2,2
117,2
59.4,1
56,1
62,1
56,1
56,1
56,1
69,2
43.11,2
53.1,2
76,2
55.1,2
51.59,2
107,2
85,2
59.4,1
73.69,3
65,2
42,1
43.47,2
52.2,2
85,2
67.5,2
65,2
43,1
49,1
113,2
59,2
59,2
52,2
39.33,2
75,2
39.1,2
61.56,2
63,2
146.38,3
56,1
59.4,1
67.5,2
67.5,2
81.51,2
91,1
43,1
85,1
71.73,2
33.3,1
59,2
54,1
54,1
48,1
88,2
64.78,2
0,2
73.25,2
39,1
39,1
39,1
70,1
58,1
66,1
115,1
115,1
66,1
66,1
58,1
39,1
27,1
27,1
0,1
35,1
35,1
35,1
45,1
67,2
62.64,3
73.15,2
107,2
75,2
136,3
48.76,2
59,2
67.5,2
76.5,1
42,1
0,1
45,1
42.83,2
101,1
95,1
95,1
52.2,2
52.2,2
63,2
81.16,2
46,2
80.8,2
75,2
65,2
62.75,1
60.3,2
55,1
42,1
42,1
35,1
50,1
35,1
43,1
37,1
41.76,2
88,2
56.21,2
64,2
41.4,2
56.21,2
58,2
96.25,1
62,1
64.8,2
42,1
42,1
30,1
30,2
35,1
116,1
125,2
60,2
90,3
41.4,2
60.3,2
0,2
64,2
46,2
44,2
55.89,3
42.83,2
88,1
99.5,2
35.1,1
64.8,2
75,2
95,2
95,2
61.2,1
67.5,2
52.8,1
46,2
41.04,2
102.5,2
64,2
141,2
83.25,2
36,1
107,1
36,1
37.43,1
35.1,1
43.4,2
41.4,2
95,2
113,2
36,1
43.4,2
41.4,2
84,2
52.2,2
65.45,2
42.83,2
36.53,2
52.8,2
41.4,2
41.4,2
43.4,2
41.4,2
51,1
35.1,1
37.43,1
41.4,2
41.4,2
35.1,1
37.43,1
41.4,2
52.2,2
80.81,2
64.8,2
47.9,1
72.45,2
47.9,1
54.56,2
59.65,2
42.43,2
42.43,2
42.43,2
68.74,2
36.22,2
70.05,2
60.36,2
45.51,2
0,2
36,1
36,1
57.6,1
36,1
36,1
55.3,2
90.09,2
102.5,3
75,2
84,2
55,1
71,2
101,2
95,2
55.78,3
118,2
75,2
75,2
91,2
73,2
123,3
56.05,2
75,2
52.2,2
70,2
36,1
94.25,2
82,1
54.86,2
54.86,2
109.36,2
53.4,2
62,1
71,2
95,2
65,2
53.8,2
85,2
73,2
91,2
85,2
75.6,2
60,2
60.96,1
66.2,2
59.4,2
39,1
64.8,2
65.33,2
66.23,2
62.18,2
80,2
52,1
40,1
80,2
80,1
73,2
79.3,2
65,2
52,1
64.8,2
0,1
65,1
65,2
63,1
44,1
30,1
35,1
43,1
54,2
94,2
54.5,1
91,2
91,2
65,1
91,2
75,2
85,2
75,2
85,2
75,2
54.5,1
50,1
50,1
50,1
50,1
59,2
50,1
50,1
59,2
59,2
50,1
59,2
59,2
70,2
59,2
75,1
81,2
77,2
81,2
61.4,2
17.6,3
91,2
75,2
75,2
130,3
41.65,1
68,2
84.95,2
77.5,2
77,2
65,1
77,2
48.75,2
50,1
59,2
59,2
59,2
73.76,2
59,2
59,2
52.5,2
65,1
79.3,2
54.2,2
52,1
56,1
85,2
58,2
51.76,2
51.76,2
74,2
58,2
80,3
52.2,2
68,2
48.18,2
52.56,1
52.56,1
39,1
69.7,2
69.7,2
86,2
74,2
74,2
74,2
79,2
79,2
59.5,2
71.76,2
78.56,2
115,2
44.3,2
63.36,2
52.2,2
43.4,2
58.56,1
52.56,1
82,2
114,2
108,2
86.95,2
52.2,2
63.75,2
75.33,2
52.56,2
80,2
50.59,2
59.91,2
97.79,2
60.06,2
41.4,2
90.5,2
68,2
80,2
75,2
83,2
49,1
61.2,1
49,1
49,1
130,3
88,2
80,2
75,2
73,1
71.45,2
95,2
61.2,2
74,2
112,2
65.4,2
69.49,2
86.95,2
84.25,1
123,2
138,2
85,1
85,2
49,2
50.5,2
80,2
80,2
136,2
93,2
102.25,2
85,2
68.85,1
51,2
49,2
87,2
49,2
49,2
68.85,2
68.85,2
91,2
85,2
117,2
102,2
78.2,2
52.2,2
62.05,2
65.6,2
65,2
95,2
86.67,2
52.2,2
91,2
73,2
130.5,2
58,2
97,2
80,2
99,3
125,2
78,2
153,2
140.94,2
85,2
74.8,2
81,2
74.37,2
86,2
85,2
110,2
116,2
80,2
85,2
85,2
136,3
96.5,2
87,2
127,2
81.5,2
81.5,2
76,2
76,2
81,1
76,2
95,2
65,2
105,2
100.5,2
100.5,2
85,2
85.5,2
82.2,2
82.24,2
80.81,2
80.81,2
38.22,2
69.36,2
44.36,1
44.36,1
44.36,1
46.36,1
69.36,2
80.81,2
69.36,2
68.5,2
46.8,1
118,2
0,2
66.8,2
74.67,2
93.67,2
65.3,1
66.42,2
46.8,1
62.05,2
46.8,1
81,1
46.8,1
64.8,2
66.42,2
35.05,1
64.8,2
68.42,2
75.6,2
66.8,2
90.49,2
75.6,2
48.8,1
50,1
75,2
59,2
75,1
85,2
42.19,2
80,2
66.42,2
66.42,2
0,2
83,2
42,1
79,1
59,2
73,2
0,2
77,2
74,2
65,2
77,2
128,3
49.59,2
64,1
54.86,1
61.5,2
89,1
50.05,2
64,1
65,2
81,2
0,2
0,1
0,1
46.1,1
43.97,2
0,2
94.75,3
75,2
78.31,1
78.31,2
115.4,2
50.4,1
52.2,2
52.2,2
41.4,2
64.5,2
59.5,2
56,1
68,2
71,2
65,2
47.7,1
54,1
50,1
83,2
77,2
74,2
39,1
106.5,2
61.2,2
65,2
65,2
73,2
114,2
79,2
72,2
40.5,2
65,2
65,2
85.5,2
73.15,2
59.22,2
78.75,2
47,2
50.15,2
65,2
86.95,2
80.45,2
101.25,2
39.95,2
126.67,2
61.2,2
61.2,2
61.2,2
57.96,2
74.7,2
75.6,2
85,2
73,2
64.67,2
44.1,1
58,1
105.6,1
108.24,1
23.5,2
107,1
56,1
56,1
43,1
60,1
52.2,2
58.2,2
49.5,2
76,2
39,1
30,1
38.5,1
39,1
51,1
51,1
52,1
48,2
78,2
115,2
86,2
69,2
47.4,2
39.1,2
71.82,2
65,2
53.01,1
103,2
56,1
85,2
50.4,2
61.2,1
86.46,2
73.15,2
68,2
68,2
0,2
104,2
85.33,2
65,2
85.33,2
85.33,2
85.33,2
85.33,2
85.33,2
85.33,2
85.33,2
0,1
85.33,2
85.33,2
31.45,1
37.4,2
85.33,2
85.33,2
85.33,2
85.33,2
85.33,2
85.33,2
85.33,2
85.33,2
85.33,2
85.33,2
85.33,2
65,2
85.33,2
85,2
50.4,1
133,2
65,2
115,2
121,2
121,2
52.2,2
44.1,1
58.2,2
86,2
35.1,1
68,2
4,1
80,2
80,2
0,1
0,2
125,2
73,2
64.5,2
85,2
84.5,2
88,2
97,2
39.95,2
91,1
79.2,2
35.63,2
78,2
118,2
97,2
39.4,2
37.1,1
80,2
55.89,3
80,2
85.2,2
95,2
101,2
85,2
75.15,2
79,2
93,2
107,2
46,2
46,2
86,2
113,2
82.5,2
95,2
95,1
85,2
131,2
115,2
90,2
85,2
85,2
85,2
85,2
85,2
54.5,1
54.5,1
85,2
85,2
85,2
54.5,1
54.5,1
85,2
85,2
85,2
85,2
85,2
54.5,1
54.5,1
54.5,1
54.5,1
54.5,1
54.5,1
85,2
85,2
54.5,1
54.5,1
54.5,1
54.5,1
54.5,1
54.5,1
54.5,1
54.5,1
54.5,1
54.5,1
54.5,1
73.5,1
91,2
69,2
97.67,1
91.67,2
80,2
83.33,2
0,2
179.33,3
0,2
0,2
64,2
58,2
117,2
95,2
69.3,2
130,2
105,2
70,2
96,2
115,2
86,2
160.5,3
109.5,2
186.5,3
95,2
90,2
181,2
171,3
41.4,2
127,1
116,1
81,1
104.33,2
52.56,2
76.61,2
98.33,2
79,2
79,2
79,2
79,2
0,2
0,2
72,2
39.5,2
85,1
105,2
87,2
0,2
91.67,1
90,2
43.4,2
72,2
113,2
66.8,2
52.2,2
85,2
75,2
42,1
57,1
33,1
35,1
135,1
79,2
129,2
70,1
138.5,2
75.2,1
75.2,2
75.2,1
111,2
39,1
39,1
58,1
58,1
84,2
125,2
58,1
75,1
135,1
145,2
81,2
132.5,2
96,2
79,2
85,2
145.6,2
54.56,2
47.4,2
41.4,2
143,2
86.38,2
78.18,2
95,2
90,1
70,1
79,2
79,2
59,2
96,2
90,2
113,2
60.83,2
47.05,2
105,2
79,2
80,2
68.74,2
75,2
52.2,2
105,2
99,2
64.8,2
105,2
63,2
0,2
81.82,2
159,2
99.29,1
54,1
47,2
54,1
75,2
52.2,2
111,2
0,1
42,1
105,2
79,2
107.67,2
66,1
115,2
115,1
99,2
41.4,2
135,2
97,2
0,2
68,2
105,2
105,2
99,2
64.8,2
73,2
33.15,1
47,2
47,2
48.1,1
65.1,2
56,1
74.43,2
65.1,2
41.4,2
41.4,2
45.66,2
71.89,2
47,2
79,2
41.4,2
99.22,2
93.57,2
58.55,2
43.4,2
72.9,2
51.5,2
39.4,2
49.5,2
33.45,1
48.75,2
58.38,2
111,2
70,2
59,2
63,1
90,2
102,2
83,2
79,1
47,2
48.75,2
97.2,3
60.3,2
60.3,2
79,2
73,2
67.13,2
50.93,2
91,2
52.2,2
75,2
70,1
58,2
127,2
135,2
72,2
66.45,3
121.5,2
84.6,2
60,1
76.89,2
39.95,2
87.5,3
68,2
68,2
52.2,2
65,2
52.2,2
65,2
52.2,2
63,2
109,2
176.9,2
95,2
97,2
139,2
52.2,2
94,2
88,2
43,2
58,2
58,2
85,2
90,2
93,2
105,2
41.76,2
41.76,2
84.95,2
52.2,2
40.5,2
65,2
88.4,2
87,2
141,2
64,2
0,1
95,1
47,2
47,2
65,2
65,2
65,2
37.4,2
49,1
46.75,2
46.75,2
92,1
52.2,2
49,1
198,2
59,2
58,2
105,2
0,2
42.3,2
48.6,1
47,2
72.5,2
54.2,2
47,2
105,2
44.1,1
65.7,2
69.4,2
0,2
48.6,1
50,2
58,1
39,1
42,1
44.1,1
60.2,2
54.2,2
64.6,2
54.6,2
42,1
72.4,2
10,2
56,1
75.6,3
48.6,2
71,2
52.2,2
46,2
80,1
37,1
54.6,2
48.6,1
71,2
47,2
52.2,2
42,1
49,1
75,2
94,2
42,1
42,1
52.2,2
129,1
111,2
43.43,2
75.6,3
48.6,2
46,2
65,2
60,2
52,2
0,1
68,2
44.07,2
79,2
75,1
72,2
59,2
94,2
109,2
109,1
